"Name_of_Satellite_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator/Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_degrees	Perigee_km	Apogee_km	Eccentricity	Inclination_degrees	Period_minutes	Launch_Mass_kg	Dry_Mass_kg	Power_watts	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
ORBCOMM_FM-11_ORBCOMM_A3	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	769	777	5.60E-04	45	100.3	45	22	160	1997/12/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1997-084C	25114			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx530.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-12_ORBCOMM_A4	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	770	776	4.20E-04	45	100.3	45	22	160	1997/12/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1997-084D	25115			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx530.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-13_ORBCOMM_B1	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	795	4.89E-04	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1998-046H	25420			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-14_ORBCOMM_B2	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	789	794	3.49E-04	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1998-046G	25419			www.satellitedebris.net_12/12	www://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-15_ORBCOMM_B3	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	795	4.89E-04	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1998-046F	25418			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-16_ORBCOMM_B4	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	789	794	3.49E-04	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1998-046E	25417			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-18_ORBCOMM_B6	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	787	796	6.28E-04	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1998-046B	25414			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-19_ORBCOMM_B7	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	795	4.89E-04	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1998-046C	25415			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-20_ORBCOMM_B8	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	791	792	6.98E-05	45	100.7	45	22	160	1998/8/2	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1998-046D	25416			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-21_ORBCOMM_C1	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined		810	822	8.35E-04	45	101.21	45	22	160	1998/9/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1998-053A	25475			JMSatcat803	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-23_ORBCOMM_C3	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	794	4.19E-04	45	100.7	45	22	160	1998/9/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1998-053C	25477			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-27_ORBCOMM_C7	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	790	792	1.40E-04	45	100.7	45	22	160	1998/9/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1998-053G	25481			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-30_ORBCOMM_D2	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	796	5.59E-04	45	100.7	45	22	160	1999/12/4	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1999-065A	25980			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-31_ORBCOMM_D3	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	795	4.89E-04	45	100.7	45	22	160	1999/12/4	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1999-065B	25981			www.satellitedebris.net_12/12	http://www.orbcomm.com																													http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html				JMSatcat803																																																																																																																																																																																													
ORBCOMM_FM-32_ORBCOMM_D4	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	786	796	6.98E-04	45	100.7	45	22	160	1999/12/4	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1999-065C	25982			www.satellitedebris.net_12/12	http://www.orbcomm.com																													http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html				JMSatcat803																																																																																																																																																																																													
ORBCOMM_FM-34_ORBCOMM_D6	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	787	796	6.28E-04	45	100.7	45	22	160	1999/12/4	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1999-065G	25986			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-35_ORBCOMM_D7	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	795	4.89E-04	45	100.7	45	22	160	1999/12/4	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1999-065F	25985			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-36_ORBCOMM_D8	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	788	795	4.89E-04	45	100.7	45	22	160	1999/12/4	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus_XL	1999-065E	25984			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-4_ORBCOM_G2	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Polar	0	768	838	4.88E-03	108	100.9	45	22	160	1998/2/10	5	Orbital_Sciences_Corp.	USA	Vandenberg_AFB	Taurus	1998-007C	25159			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx532.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
ORBCOMM_FM-5_ORBCOMM_A6	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	772	774	1.40E-04	45	100.3	45	22	160	1997/12/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1997-084F	25117			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx530.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
